"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
459,http://bbs.cehome.com/thread-1149618-1-1.html,挖掘机专区,我爱我挖,看论坛,不想起床看帖子来个666,宇通重工铲车,2017-11-27,,看 论坛 不想 起床 看 帖子 来个 666
460,http://bbs.cehome.com/thread-1149613-1-1.html,挖掘机专区,我爱我挖,早,曱友们早,13961311165,2017-11-27,,早 曱 友 们 早
461,http://bbs.cehome.com/thread-1149610-1-1.html,,,,,,,, 
462,http://bbs.cehome.com/thread-1149609-1-1.html,,,,,,,, 
463,http://bbs.cehome.com/thread-1149605-1-1.html,挖掘机专区,我爱我挖,拌和机打到地下电缆,,手机用户jimnw25,2017-11-27,,拌和 机 打到 地下 电缆 
464,http://bbs.cehome.com/thread-1149590-1-1.html,铁甲娱乐,轻松一刻,分享日记第179天,大家早上好,Yanyingqiang,2017-11-27,,分享 日记 第 179 天 大家 早上好
465,http://bbs.cehome.com/thread-1149589-1-1.html,互通有无,招聘求职,找修挖机学徒！,找修挖机学徒，地点：广东茂名电白，电话；13226297654，具体详谈！,阴差阳错,2017-11-27,广东,找 修 挖机 学徒 ！ 找 修 挖机 学徒 ， 地点 ： 广东 茂名 电白 ， 电话 ； 13226297654 ， 具体 详谈 ！
466,http://bbs.cehome.com/thread-1149586-1-1.html,我与工程机械,装载机,这个时候，人最怂,,春夏秋冬.唯我山工,2017-11-27,,这个 时候 ， 人 最 怂 
467,http://bbs.cehome.com/thread-1149583-1-1.html,挖掘机专区,我爱我挖,早上好,翻个车,蓝色山重,2017-11-27,,早上好 翻个 车
468,http://bbs.cehome.com/thread-1149580-1-1.html,挖掘机专区,我爱我挖,睡不着了,,昆,2017-11-27,,睡不着 了 
469,http://bbs.cehome.com/thread-1149575-1-1.html,挖掘机专区,杂谈图库,【一起来 就现在】我要有这技术就好了,,铁甲小隆,2017-11-27,,【 一 起来   就 现在 】 我 要 有这 技术 就 好了 
470,http://bbs.cehome.com/thread-1149573-1-1.html,挖掘机专区,我爱我挖,早,马上起床了，,不漂泊,2017-11-27,,早 马上 起床 了 ，
471,http://bbs.cehome.com/thread-1149566-1-1.html,我与工程机械,起重设备,荷兰鹿特丹港口的森尼波根6180,荷兰鹿特丹港口的，森尼波根6180。,诛心,2017-11-27,其他吊车,荷兰 鹿特丹 港口 的 森 尼 波 根 6180 荷兰 鹿特丹 港口 的 ， 森 尼 波 根 6180 。
472,http://bbs.cehome.com/thread-1149564-1-1.html,挖掘机专区,我爱我挖,pC360_7,小时装土2O车要40升油，太高，你们—般多少,15388047370,2017-11-27,,pC360_7 小 时装 土 2O 车 要 40 升 油 ， 太高 ， 你们 — 般 多少
473,http://bbs.cehome.com/thread-1149562-1-1.html,挖掘机专区,我爱我挖,终于下班了,,韦。小。宝,2017-11-27,,终于 下班 了 
474,http://bbs.cehome.com/thread-1149559-1-1.html,铁甲娱乐,轻松一刻,签到,每日签到,壞先笙,2017-11-27,,签到 每日 签到
475,http://bbs.cehome.com/thread-1149558-1-1.html,挖掘机专区,选购询价,懂小松挖机的来,现在想买台小松60--7个人的，得多少钱，08年或09的，外表能看的过去就行谢谢,13174326803,2017-11-27,机型对比,懂 小松 挖机 的 来 现在 想买 台 小松 60--7 个人 的 ， 得 多少钱 ， 08 年 或 09 的 ， 外表 能看 的 过去 就行 谢谢
476,http://bbs.cehome.com/thread-1149557-1-1.html,挖掘机专区,杂谈图库,荷兰ETEC定制版海德宝莱HMK 150W3,荷兰ETEC定制版海德宝莱HMK  150W3,诛心,2017-11-27,美图转发,荷兰 ETEC 定 制版 海德 宝 莱 HMK 150W3 荷兰 ETEC 定 制版 海德 宝 莱 HMK  150W3
477,http://bbs.cehome.com/thread-1149538-1-1.html,挖掘机专区,我爱我挖,给儿子的玩具,,茫然,2017-11-27,,给 儿子 的 玩具 
478,http://bbs.cehome.com/thread-1149523-1-1.html,挖掘机专区,我爱我挖,做梦都在开挖机,,70.70,2017-11-27,,做梦 都在 开 挖机 
479,http://bbs.cehome.com/thread-1149520-1-1.html,铁甲娱乐,轻松一刻,签到,早上好,382707828,2017-11-27,,签到 早上好
480,http://bbs.cehome.com/thread-1149501-1-1.html,我与工程机械,故障咨询,破碎锤钎杆压不动。,68小挖破碎锤热机后，钎杆压不回去，压回去非常吃力、非常慢。频率、打击力都正常。破碎锤9成新。有懂的吗？,手机用户mnor289,2017-11-27,其他,破碎 锤 钎 杆 压 不动 。 68 小挖 破碎 锤 热机 后 ， 钎 杆 压 不 回去 ， 压回去 非常 吃力 、 非常 慢 。 频率 、 打击力 都 正常 。 破碎 锤 9 成 新 。 有 懂 的 吗 ？
481,http://bbs.cehome.com/thread-1149491-1-1.html,挖掘机专区,我爱我挖,睡不着起来抽奖,,手机用户bdikp12,2017-11-27,,睡不着 起来 抽奖 
482,http://bbs.cehome.com/thread-1149457-1-1.html,挖掘机专区,我爱我挖,加班,夜猫子累啊,大中小。,2017-11-27,,加班 夜猫子 累 啊
483,http://bbs.cehome.com/thread-1149441-1-1.html,挖掘机专区,我爱我挖,收工了,,手机用户couvy89,2017-11-27,,收工 了 
484,http://bbs.cehome.com/thread-1149423-1-1.html,铁甲娱乐,轻松一刻,签到,睡不着，起来领币,手机用户sq1986,2017-11-27,,签到 睡不着 ， 起来 领 币
485,http://bbs.cehome.com/thread-1149401-1-1.html,挖掘机专区,我爱我挖,下雨天，冒开工河里搞点鱼,搞了大半夜，还是有点收获，正宗河里鱼，纯生态，无污染，绿色食品,15367275948,2017-11-27,,下雨天 ， 冒 开工 河里 搞点 鱼 搞了 大 半夜 ， 还是 有点 收获 ， 正宗 河里 鱼 ， 纯 生态 ， 无污染 ， 绿色食品
486,http://bbs.cehome.com/thread-1149397-1-1.html,挖掘机专区,我爱我挖,可以领车标了,18天的签到礼包,铁甲小二儿,2017-11-27,,可以 领 车标 了 18 天 的 签到 礼包
487,http://bbs.cehome.com/thread-1149389-1-1.html,我与工程机械,装载机,换个副车架,能听懂说什么来吗？,TXF09280315,2017-11-27,,换个 副 车架 能 听懂 说什么 来 吗 ？
488,http://bbs.cehome.com/thread-1149388-1-1.html,挖掘机专区,我爱我挖,同行们不容易啊 求下心得…,今天我正在下面打石头  刚在下面看上面没人不知道怎么回事打了一会儿炮工在上面排险也不说叫走开结果一个石头就飞下来了  要是没有钢护网可能就交代了  后来一个就坐在那里憨了半个小时，烟一根接一根的  真的不容易啊！！！！！,手机用户cfhux17,2017-11-27,,同行 们 不容易 啊   求 下 心得 … 今天 我 正在 下面 打 石头    刚在 下面 看 上面 没人 不知道 怎么回事 打了 一会儿 炮 工 在上面 排险 也 不说 叫 走开 结果 一个 石头 就 飞下 来了    要是 没有 钢 护 网 可能 就 交代 了    后来 一个 就坐 在那里 憨 了 半个 小时 ， 烟 一根 接 一根 的    真的 不容易 啊 ！ ！ ！ ！ ！
489,http://bbs.cehome.com/thread-1149385-1-1.html,铁甲娱乐,轻松一刻,有小松70一8群吗甲友些拉我,,手机用户fgjnqw3,2017-11-27,,有 小松 70 一 8 群 吗 甲 友 些 拉我 
490,http://bbs.cehome.com/thread-1149371-1-1.html,铁甲娱乐,轻松一刻,睡觉,,残～忆～阳,2017-11-27,,睡觉 
491,http://bbs.cehome.com/thread-1149370-1-1.html,挖掘机专区,我爱我挖,睡不着,经常失眠不知道咋回事，每次都想着转行，可是除了开挖机，别的什么也不会,操蛋的青春给了挖机,2017-11-27,,睡不着 经常 失眠 不知道 咋回事 ， 每次 都 想着 转行 ， 可是 除了 开 挖机 ， 别的 什么 也 不会
492,http://bbs.cehome.com/thread-1149366-1-1.html,挖掘机专区,杂谈图库,7米多油缸,7米多液压油缸换缸筒...,广州润泰泵筒泵芯油缸,2017-11-27,,7 米 多 油缸 7 米 多 液压 油缸 换 缸 筒 ...
493,http://bbs.cehome.com/thread-1149361-1-1.html,我与工程机械,故障咨询,神钢200-5一边动作慢、,旋转，一边行走、中臂、无力，换了新的电池阀还是一样、顶住无力的那边链、中臂又正常、求大神指教、谢谢,13927655755,2017-11-27,单一动作慢,神钢 200-5 一边 动作 慢 、 旋转 ， 一边 行走 、 中 臂 、 无力 ， 换了 新 的 电池 阀 还是 一样 、 顶住 无力 的 那边 链 、 中 臂 又 正常 、 求 大神 指教 、 谢谢
494,http://bbs.cehome.com/thread-1149357-1-1.html,挖掘机专区,我爱我挖,继续战斗,感觉身体被掏空,手机用户dfhntu0,2017-11-27,,继续 战斗 感觉 身体 被 掏空
495,http://bbs.cehome.com/thread-1149352-1-1.html,挖掘机专区,我爱我挖,晚安,明天继续干干它就完啦,15877222061,2017-11-26,,晚安 明天 继续 干 干 它就 完 啦
496,http://bbs.cehome.com/thread-1149351-1-1.html,挖掘机专区,我爱我挖,三一75和斗山75懂得来,开春想买台75自己开，我们这除了小松60-7多之外，就数三一，然后就斗山了，小挖就这3种机多，自己开想买三一75c和斗山75-9，三一动作快省油，声小，  而斗山就比较稳些，但我们这斗山75的名声不太好，多路阀2000以后留漏油，大臂容易跌，各种小毛病，想问下大家的斗山75也是这样吗，我们这三一全款38  斗山36,阿苏,2017-11-26,,三一 75 和 斗山 75 懂 得来 开春 想买 台 75 自己 开 ， 我们 这 除了 小松 60-7 多 之外 ， 就 数 三一 ， 然后就 斗山 了 ， 小挖 就 这 3 种 机 多 ， 自己 开 想买 三一 75c 和 斗山 75-9 ， 三一 动作 快 省油 ， 声 小 ，    而 斗山 就 比较 稳 些 ， 但 我们 这 斗山 75 的 名声 不太好 ， 多路 阀 2000 以后 留 漏油 ， 大 臂 容易 跌 ， 各种 小毛病 ， 想 问下 大家 的 斗山 75 也是 这样 吗 ， 我们 这 三一 全款 38   斗山 36
497,http://bbs.cehome.com/thread-1149346-1-1.html,挖掘机专区,我爱我挖,上班,上夜班,韦。小。宝,2017-11-26,,上班 上 夜班
498,http://bbs.cehome.com/thread-1149343-1-1.html,挖掘机专区,我爱我挖,哎，看了好痛心,做为一个从事机械行业的看得眼泪出来了。愿机械行业永远没有事故,每天铲五千,2017-11-26,,哎 ， 看了 好 痛心 做为 一个 从事 机械行业 的 看得 眼泪 出 来了 。 愿 机械行业 永远 没有 事故
499,http://bbs.cehome.com/thread-1149340-1-1.html,,,,,,,, 
500,http://bbs.cehome.com/thread-1149338-1-1.html,我与工程机械,故障咨询,现代215-7c挖机,我是康明斯发动机，现在不知道怎么搞的，油耗非常高，每小时要烧23个油，哪位大神能告诉我是什么原因？我的油泵才校过，是正常的，发动机烧机油,手机用户mor4578,2017-11-26,其他,现代 215-7c 挖机 我 是 康明斯 发动机 ， 现在 不知道 怎么搞 的 ， 油耗 非常 高 ， 每小时 要 烧 23 个 油 ， 哪位 大神 能 告诉我 是 什么原因 ？ 我 的 油泵 才 校 过 ， 是 正常 的 ， 发动机 烧 机油
501,http://bbs.cehome.com/thread-1149337-1-1.html,,,,,,,, 
502,http://bbs.cehome.com/thread-1149327-1-1.html,我与工程机械,故障咨询,加藤450启动没做动作就逼车，动作动了就正常什么问题,加藤450启动没做动作就逼车，动作动了就正常什么问题,刘伟俊,2017-11-26,其他,加藤 450 启动 没做 动作 就 逼 车 ， 动作 动了 就 正常 什么问题 加藤 450 启动 没做 动作 就 逼 车 ， 动作 动了 就 正常 什么问题
503,http://bbs.cehome.com/thread-1149324-1-1.html,挖掘机专区,杂谈图库,晚安,早睡早起,和你一句话,2017-11-26,,晚安 早睡早起
504,http://bbs.cehome.com/thread-1149322-1-1.html,挖掘机专区,我爱我挖,加班已是家常便饭,,半城繁华,2017-11-26,,加班 已是 家常便饭 
505,http://bbs.cehome.com/thread-1149318-1-1.html,挖掘机专区,我爱我挖,加班管漏了,,一如既往开挖机,2017-11-26,,加班 管 漏了 
506,http://bbs.cehome.com/thread-1149316-1-1.html,挖掘机专区,我爱我挖,卡特312C有黑油缸的吗？,老铁们！卡特312C有黑油缸的吗？是哪年生产的，跟黄油缸的相比还有别的什么不一样的地方吗？会不会有人做黑油漆啊！深圳的黑油缸312C纯进口机况好的45内能买到吗？,18692920609,2017-11-26,,卡特 312C 有 黑 油缸 的 吗 ？ 老 铁 们 ！ 卡特 312C 有 黑 油缸 的 吗 ？ 是 哪 年 生产 的 ， 跟 黄 油缸 的 相比 还有 别的 什么 不一样 的 地方 吗 ？ 会不会 有人 做 黑 油漆 啊 ！ 深圳 的 黑 油缸 312C 纯 进口 机 况 好 的 45 内能 买到 吗 ？
507,http://bbs.cehome.com/thread-1149310-1-1.html,挖掘机专区,我爱我挖,老板们请指导，谢谢,想入手一台现代60挖机，河南公司报价28万多，感觉有点贵了，价格多少合适啊，现代60挖机质量咋样啊，油耗多少啊，谢谢你们的指导意见！28万的机子都有哪些啊？,手机用户cemn347,2017-11-26,,老板 们 请 指导 ， 谢谢 想 入手 一台 现代 60 挖机 ， 河南 公司 报价 28 万 多 ， 感觉 有点 贵了 ， 价格 多少 合适 啊 ， 现代 60 挖机 质量 咋样 啊 ， 油耗 多少 啊 ， 谢谢你们 的 指导 意见 ！ 28 万 的 机子 都有 哪些 啊 ？
508,http://bbs.cehome.com/thread-1149309-1-1.html,我与工程机械,故障咨询,沃尔沃210BLC,G3油门抬大臂干活的时候一个小时130？其他时候110到，这是什么问题，感觉这油耗太大了？有没有别的办法解决？求大神帮忙。,18325656688,2017-11-26,油耗异常,沃尔沃 210BLC G3 油门 抬 大 臂 干活 的 时候 一个 小时 130 ？ 其他 时候 110 到 ， 这是 什么问题 ， 感觉 这 油耗 太大 了 ？ 有没有 别的 办法 解决 ？ 求 大神 帮忙 。
509,http://bbs.cehome.com/thread-1149304-1-1.html,互通有无,招聘求职,头又大了,找中小挖机驾驶员一名  工资6000起联系电话13024329966,波大了不起？,2017-11-26,江苏,头 又大 了 找 中小 挖机 驾驶员 一名    工资 6000 起 联系电话 13024329966
510,http://bbs.cehome.com/thread-1149299-1-1.html,挖掘机专区,我爱我挖,黑钢,怎么回事,巨人城也,2017-11-26,,黑 钢 怎么回事
511,http://bbs.cehome.com/thread-1149288-1-1.html,挖掘机专区,杂谈图库,第一次发帖，请问大神们小松PC210-8挖掘机怎么样？,小松210杠八怎么样大神们,手机用户efklq39,2017-11-26,生活杂谈,第一次 发帖 ， 请问 大神 们 小松 PC210-8 挖掘机 怎么样 ？ 小松 210 杠 八 怎么样 大神 们
512,http://bbs.cehome.com/thread-1149282-1-1.html,挖掘机专区,我爱我挖,【挖青春换生活】,石头装怕了,～挖机界扛把子 大宏～,2017-11-26,,【 挖 青春 换 生活 】 石头 装 怕了
513,http://bbs.cehome.com/thread-1149281-1-1.html,互通有无,招聘求职,招兵买马,湖南省娄底市双峰县招挖机手一枚，神钢130新机做乡活工资六千超过八小时算加班每小时三十五到四十工资月发,贺&挖,2017-11-26,湖南,招兵买马 湖南省 娄底市 双峰县 招 挖 机手 一枚 ， 神钢 130 新机 做 乡 活 工资 六千 超过 八小时 算 加班 每小时 三 十五 到 四十 工资 月 发
514,http://bbs.cehome.com/thread-1149278-1-1.html,挖掘机专区,杂谈图库,自己最近怎么了，平常斗到擒来的活，突然不会干了！,干活一点头绪都没了，上个工地做了两月管理说我干活不错，这个月开始感觉做什么都力不从心，管理问我怎么回事了，我也不知道怎么说，该说什么？昨晚都失眠了凌晨4点全无睡意，今天挖机调出来做泥尾被工地老板吼了，平常斗到擒来的钢板，今天居然也挖不起了，是不是该休息休息了,困惑的T^T,2017-11-26,生活杂谈,自己 最近 怎么了 ， 平常 斗 到 擒 来 的 活 ， 突然 不会 干了 ！ 干活 一点 头绪 都 没了 ， 上个 工地 做了 两月 管理 说 我 干活 不错 ， 这 个月 开始 感觉 做什么 都 力不从心 ， 管理 问我 怎么回事 了 ， 我 也 不知道 怎么说 ， 该 说什么 ？ 昨晚 都 失眠 了 凌晨 4 点 全无 睡意 ， 今天 挖机 调出来 做 泥 尾 被 工地 老板 吼 了 ， 平常 斗 到 擒 来 的 钢板 ， 今天 居然 也 挖 不 起了 ， 是不是 该 休息 休息 了
515,http://bbs.cehome.com/thread-1149276-1-1.html,挖掘机专区,我爱我挖,各位甲友看谁速度快,,dx75,2017-11-26,,各位 甲 友 看谁 速度快 
516,http://bbs.cehome.com/thread-1149272-1-1.html,挖掘机专区,我爱我挖,想买个好点的东西，怎么这么难,小松120-6，4D102大机头的，想买个好点的节温器，但是市面上的都是三无产品，不懂哪里才能买到质量好点的，甲友支个招，现在维修工资高，东西用好的，比较省事,werwerwer,2017-11-26,,想 买个 好点 的 东西 ， 怎么 这么 难 小松 120-6 ， 4D102 大 机头 的 ， 想 买个 好点 的 节 温 器 ， 但是 市面上 的 都是 三无 产品 ， 不懂 哪里 才能 买到 质量 好点 的 ， 甲 友 支 个 招 ， 现在 维修 工资 高 ， 东西 用好 的 ， 比较 省事
517,http://bbs.cehome.com/thread-1149268-1-1.html,挖掘机专区,我爱我挖,小松君来报道！！！！,小松PC360-7最后一批款...杠杠的,小松PC360lc,2017-11-26,,小松 君 来 报道 ！ ！ ！ ！ 小松 PC360-7 最后 一批 款 ... 杠杠 的
